PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.UniProtIds	PG.ProteinNames	[1] HF230712_RN_GBM_MVs_normalBC8_3_5.htrms.PG.Quantity	[2] HF230712_RN_GBM_MVs_normalBC9_3_5.htrms.PG.Quantity	[3] HF230712_RN_GBM_MVs_normalBC10_3_5.htrms.PG.Quantity	[4] HF230712_RN_GBM_MVs_normalBC11_3_5.htrms.PG.Quantity	[5] HF230712_RN_GBM_MVs_normalBC12_3_5.htrms.PG.Quantity	[6] HF230712_RN_GBM_MVs_tumorH7_3_5.htrms.PG.Quantity	[7] HF230712_RN_GBM_MVs_tumorH8_3_5.htrms.PG.Quantity	[8] HF230712_RN_GBM_MVs_tumorH9_3_5.htrms.PG.Quantity	[9] HF230712_RN_GBM_MVs_tumorH10_3_5.htrms.PG.Quantity	[10] HF230712_RN_GBM_MVs_tumorH12_3_5.htrms.PG.Quantity	[1] HF230712_RN_GBM_MVs_normalBC8_3_5.htrms.PG.MS1Quantity	[2] HF230712_RN_GBM_MVs_normalBC9_3_5.htrms.PG.MS1Quantity	[3] HF230712_RN_GBM_MVs_normalBC10_3_5.htrms.PG.MS1Quantity	[4] HF230712_RN_GBM_MVs_normalBC11_3_5.htrms.PG.MS1Quantity	[5] HF230712_RN_GBM_MVs_normalBC12_3_5.htrms.PG.MS1Quantity	[6] HF230712_RN_GBM_MVs_tumorH7_3_5.htrms.PG.MS1Quantity	[7] HF230712_RN_GBM_MVs_tumorH8_3_5.htrms.PG.MS1Quantity	[8] HF230712_RN_GBM_MVs_tumorH9_3_5.htrms.PG.MS1Quantity	[9] HF230712_RN_GBM_MVs_tumorH10_3_5.htrms.PG.MS1Quantity	[10] HF230712_RN_GBM_MVs_tumorH12_3_5.htrms.PG.MS1Quantity	[1] HF230712_RN_GBM_MVs_normalBC8_3_5.htrms.PG.MS2Quantity	[2] HF230712_RN_GBM_MVs_normalBC9_3_5.htrms.PG.MS2Quantity	[3] HF230712_RN_GBM_MVs_normalBC10_3_5.htrms.PG.MS2Quantity	[4] HF230712_RN_GBM_MVs_normalBC11_3_5.htrms.PG.MS2Quantity	[5] HF230712_RN_GBM_MVs_normalBC12_3_5.htrms.PG.MS2Quantity	[6] HF230712_RN_GBM_MVs_tumorH7_3_5.htrms.PG.MS2Quantity	[7] HF230712_RN_GBM_MVs_tumorH8_3_5.htrms.PG.MS2Quantity	[8] HF230712_RN_GBM_MVs_tumorH9_3_5.htrms.PG.MS2Quantity	[9] HF230712_RN_GBM_MVs_tumorH10_3_5.htrms.PG.MS2Quantity	[10] HF230712_RN_GBM_MVs_tumorH12_3_5.htrms.PG.MS2Quantity
J3KNB4;P49913	CAMP	Antibacterial peptide FALL-39;Cathelicidin antimicrobial peptide	J3KNB4;P49913	J3KNB4_HUMAN;CAMP_HUMAN	121848	102738.484375	91575.0390625	76113.3984375	39315.65234375	57445.19140625	32564.84375	75384.203125	103804.796875	115973.796875	121848	102738.484375	91575.0390625	76113.3984375	39315.65234375	57445.19140625	32564.84375	75384.203125	103804.796875	115973.796875	51931.625	58446.08984375	40824.625	34925.08984375	18588.529296875	30116.84375	16769.064453125	36268.76171875	45000.9453125	47782.8515625
J3KNQ3;Q9UNM6	PSMD13	26S proteasome non-ATPase regulatory subunit 13	J3KNQ3;Q9UNM6	J3KNQ3_HUMAN;PSD13_HUMAN	52798.66796875	85861.5859375	49483.90234375	70402.2109375	73794.921875	185357.171875	158844.234375	199691.078125	163507.875	53374.4296875	52798.66796875	85861.5859375	49483.90234375	70402.2109375	73794.921875	185357.171875	158844.234375	199691.078125	163507.875	53374.4296875	34788.046875	55036.99609375	36582.8359375	53280.71875	41291.98828125	109598.2421875	97789.765625	134775.78125	120481.890625	43234.51171875
J3KPS3;P04075	ALDOA	Fructose-bisphosphate aldolase;Fructose-bisphosphate aldolase A	J3KPS3;P04075	J3KPS3_HUMAN;ALDOA_HUMAN	1306026.5	871660.9375	1265732.875	1324012.75	907044.9375	731914	642886.875	769503.4375	509326.65625	485816.78125	1306026.5	871660.9375	1265732.875	1324012.75	907044.9375	731914	642886.875	769503.4375	509326.65625	485816.78125	331049.84375	232037.0625	322473.53125	348514.53125	234744.984375	192953.859375	169836.890625	205486.234375	151684.6875	134572.5
J3KRP0;Q96KN2	CNDP1	Beta-Ala-His dipeptidase	J3KRP0;Q96KN2	J3KRP0_HUMAN;CNDP1_HUMAN	5995.765625	3709.10229492188	14886.3173828125	7828.63232421875	7866.6591796875	78327.9765625	16693.044921875	62515.3828125	6700.77197265625	17744.111328125	5995.765625	3709.10229492188	14886.3173828125	7828.63232421875	7866.6591796875	78327.9765625	16693.044921875	62515.3828125	6700.77197265625	17744.111328125	2519.53759765625	1999.64807128906	4798.1494140625	4537.42822265625	3675.61083984375	29705.759765625	8513.322265625	28911.8828125	2598.41333007813	6069.83203125
J3KTA1;Q96IG2	FBXL20	F-box and leucine-rich repeat protein 20, isoform CRA_a;F-box/LRR-repeat protein 20	J3KTA1;Q96IG2	J3KTA1_HUMAN;FXL20_HUMAN	23751.048828125	34897.09765625	20125.193359375	32733	21725.54296875	26273.134765625	21352.744140625	22313.572265625	18077.134765625	17500.9921875	23751.048828125	34897.09765625	20125.193359375	32733	21725.54296875	26273.134765625	21352.744140625	22313.572265625	18077.134765625	17500.9921875	16649.990234375	15521.5166015625	11929.44140625	17538.484375	14230.62109375	13037.4892578125	10824.6376953125	8970.4033203125	11128.1884765625	8195.8642578125
J3KTF8;J3QQX2;P52565	ARHGDIA	Rho GDP-dissociation inhibitor 1 (Fragment);Rho GDP-dissociation inhibitor 1;Rho GDP-dissociation inhibitor 1	J3KTF8;J3QQX2;P52565	J3KTF8_HUMAN;J3QQX2_HUMAN;GDIR1_HUMAN	413216.21875	501040.03125	510129.75	316407.875	303365.84375	143374.859375	196824.75	145724.234375	110662.3359375	189122.21875	413216.21875	501040.03125	510129.75	316407.875	303365.84375	143374.859375	196824.75	145724.234375	110662.3359375	189122.21875	104746.6640625	137725.515625	133611.140625	79512.453125	74681.8046875	42768.48046875	52723.09375	43076.69140625	35802.1015625	54192.15234375
J3KTM6;J3QQV2;O15427	SLC16A3	Monocarboxylate transporter 4	J3KTM6;J3QQV2;O15427	J3KTM6_HUMAN;J3QQV2_HUMAN;MOT4_HUMAN	108887.2265625	173343.921875	174354.203125	118182.3984375	86872.4296875	128358.1484375	186174.8125	95806.7421875	47837.70703125	89352.6875	108887.2265625	173343.921875	174354.203125	118182.3984375	86872.4296875	128358.1484375	186174.8125	95806.7421875	47837.70703125	89352.6875	44976.359375	65651.453125	79285.1328125	45747.21484375	36039.08203125	42108.39453125	62814.81640625	28128.951171875	16709.298828125	27369.044921875
J3QKQ4;Q9UGN4	CD300A	CMRF35-like molecule 8	J3QKQ4;Q9UGN4	J3QKQ4_HUMAN;CLM8_HUMAN	19406.796875	104746.7578125	35462.828125	27283.421875	21713.7109375	24153.53125	33428.83984375	24788.416015625	5275.0126953125	13856.46875	19406.796875	104746.7578125	35462.828125	27283.421875	21713.7109375	24153.53125	33428.83984375	24788.416015625	5275.0126953125	13856.46875	9372.9013671875	22151.978515625	24582.921875	9808.30078125	7886.775390625	8438.908203125	12109.2470703125	7525.87451171875	2028.27404785156	3246.416015625
J3QL48;J3QQN1;P40306	;PSMB10;PSMB10	Proteasome endopeptidase complex (Fragment);Proteasome endopeptidase complex (Fragment);Proteasome subunit beta type-10	J3QL48;J3QQN1;P40306	J3QL48_HUMAN;J3QQN1_HUMAN;PSB10_HUMAN	35146.7109375	31492.142578125	30548.998046875	32714.5234375	17325.990234375	10565.1767578125	19552.095703125	10844.9931640625	6449.02294921875	6879.04541015625	35146.7109375	31492.142578125	30548.998046875	32714.5234375	17325.990234375	10565.1767578125	19552.095703125	10844.9931640625	6449.02294921875	6879.04541015625	14960.5615234375	9257.9599609375	10155.49609375	12921.24609375	9127.537109375	4805.63720703125	7236.8935546875	2849.47045898438	2003.07385253906	2049.31787109375
J3QRS3;P19105	MYL12A	Myosin regulatory light chain 12A	J3QRS3;P19105	J3QRS3_HUMAN;ML12A_HUMAN	18014.6640625	12605.626953125	36172	30240.28125	67110.109375	11919.103515625	17730.5546875	9301.40625	7121.4150390625	60938.90234375	18014.6640625	12605.626953125	36172	30240.28125	67110.109375	11919.103515625	17730.5546875	9301.40625	7121.4150390625	60938.90234375	6690.447265625	7116.16357421875	13115.2890625	11281.0224609375	17686.037109375	4451.58935546875	6402.28662109375	3360.20629882813	2661.59155273438	16357.0283203125
J3QRT5;P13598	ICAM2	Intercellular adhesion molecule 2	J3QRT5;P13598	J3QRT5_HUMAN;ICAM2_HUMAN	465437.625	296805.65625	314110.0625	317052.25	388710.46875	136149.75	136308.1875	128892.59375	81432.25	235619.484375	465437.625	296805.65625	314110.0625	317052.25	388710.46875	136149.75	136308.1875	128892.59375	81432.25	235619.484375	120909.390625	103097.3046875	101966.75	92518.609375	123325.765625	50855.13671875	43003.328125	37144.25390625	28463.6328125	78748.0703125
J3QSF7;P05164	MPO	Myeloperoxidase (Fragment);Myeloperoxidase	J3QSF7;P05164	J3QSF7_HUMAN;PERM_HUMAN	19176.833984375	16658.625	13160.1513671875	21729.783203125	23555.25	83603.8984375	42185.69921875	124239.4140625	18748.58203125	99601.03125	19176.833984375	16658.625	13160.1513671875	21729.783203125	23555.25	83603.8984375	42185.69921875	124239.4140625	18748.58203125	99601.03125	11864.71875	21310.658203125	24121.150390625	7809.8466796875	11123.16796875	27298.513671875	19096.125	44199.890625	8791.4228515625	41589.70703125
J3QSU6;P24821	TNC	Tenascin	J3QSU6;P24821	J3QSU6_HUMAN;TENA_HUMAN	113496.671875	15006.1201171875	10610.251953125	45493.59765625	29218.55859375	9787.1552734375	12452.0380859375	8391.4462890625	11289.6767578125	160291.03125	113496.671875	15006.1201171875	10610.251953125	45493.59765625	29218.55859375	9787.1552734375	12452.0380859375	8391.4462890625	11289.6767578125	160291.03125	38246.62109375	6697.07861328125	4160.2958984375	19377.568359375	11439.6259765625	4539.89697265625	4952.4384765625	4428.455078125	5721.94677734375	63681.2890625
K7EJR3;P48556;R4GMR5	PSMD8	26S proteasome non-ATPase regulatory subunit 8 (Fragment);26S proteasome non-ATPase regulatory subunit 8;26S proteasome non-ATPase regulatory subunit 8	K7EJR3;P48556;R4GMR5	K7EJR3_HUMAN;PSMD8_HUMAN;R4GMR5_HUMAN	20120.00390625	25546.2265625	17282.439453125	43029.76953125	46284.23046875	92596.03125	76886.0546875	135799.09375	104142.5	39336.4296875	20120.00390625	25546.2265625	17282.439453125	43029.76953125	46284.23046875	92596.03125	76886.0546875	135799.09375	104142.5	39336.4296875	10391.5166015625	13347.373046875	7571.20263671875	20145.880859375	20434.025390625	42921.703125	33675.81640625	54569.70703125	46420.73046875	17515.8984375
K7EKE8;Q92692	NECTIN2	Nectin-2 (Fragment);Nectin-2	K7EKE8;Q92692	K7EKE8_HUMAN;NECT2_HUMAN	59036.26953125	71028.6171875	40899.83984375	70351.4609375	68222.3203125	17240.443359375	18828.955078125	8306.0673828125	7140.53466796875	21456.52734375	59036.26953125	71028.6171875	40899.83984375	70351.4609375	68222.3203125	17240.443359375	18828.955078125	8306.0673828125	7140.53466796875	21456.52734375	24050.654296875	22983.501953125	12684.6650390625	24416.650390625	23091.3515625	5189.3017578125	3914.01245117188	3688.71655273438	3090.17407226563	6896.72802734375
K7EKF6;Q8NI99	ANGPTL6	Angiopoietin-related protein 6	K7EKF6;Q8NI99	K7EKF6_HUMAN;ANGL6_HUMAN	4116.66845703125	6506.869140625	13031.7314453125	60447.79296875	28394.353515625	6240.3623046875	7708.0380859375	6064.1953125	4033.90844726563	3924.02954101563	4116.66845703125	6506.869140625	13031.7314453125	60447.79296875	28394.353515625	6240.3623046875	7708.0380859375	6064.1953125	4033.90844726563	3924.02954101563	5019.69384765625	4126.7744140625	12391.619140625	34324.2421875	12328.0625	3011.81884765625	3621.5166015625	2937.47827148438	3007.87426757813	2936.2431640625
K7EKM5;Q9NP99	TREM1	Triggering receptor expressed on myeloid cells 1	K7EKM5;Q9NP99	K7EKM5_HUMAN;TREM1_HUMAN	31158.2734375	19978.47265625	7389.96533203125	28464.7109375	17935.716796875	55483.35546875	69146.734375	29166.2890625	3530.55712890625	3629.41796875	31158.2734375	19978.47265625	7389.96533203125	28464.7109375	17935.716796875	55483.35546875	69146.734375	29166.2890625	3530.55712890625	3629.41796875	7492.892578125	5934.2578125	2748.982421875	7459.92138671875	2997.10278320313	16049.4794921875	20753.5859375	5800.990234375	1442.75280761719	1477.94921875
K7EKQ2;K7EL68;K7EQA9;Q16543	CDC37	Hsp90 co-chaperone Cdc37 (Fragment);Hsp90 co-chaperone Cdc37 (Fragment);Hsp90 chaperone protein kinase-targeting subunit (Fragment);Hsp90 co-chaperone Cdc37	K7EKQ2;K7EL68;K7EQA9;Q16543	K7EKQ2_HUMAN;K7EL68_HUMAN;K7EQA9_HUMAN;CDC37_HUMAN	38157.01171875	9929.5185546875	4824.40673828125	33822.44921875	11849.2236328125	5234.20068359375	4237.564453125	5386.25634765625	9798.8798828125	6843.45751953125	38157.01171875	9929.5185546875	4824.40673828125	33822.44921875	11849.2236328125	5234.20068359375	4237.564453125	5386.25634765625	9798.8798828125	6843.45751953125	11461.181640625	3557.41455078125	1894.69140625	7955.37841796875	7633.93017578125	2034.41589355469	1691.91345214844	2085.90209960938	4996.0849609375	2570.69653320313
K7EKY9;K7EM57;Q16512	PKN1	Serine/threonine-protein kinase N1 (Fragment);Serine/threonine-protein kinase N1 (Fragment);Serine/threonine-protein kinase N1	K7EKY9;K7EM57;Q16512	K7EKY9_HUMAN;K7EM57_HUMAN;PKN1_HUMAN	22085.51171875	54222.3046875	20563.076171875	14081.5712890625	18217.353515625	11650.462890625	15313.3642578125	17624.23046875	3433.69165039063	5788.73291015625	22085.51171875	54222.3046875	20563.076171875	14081.5712890625	18217.353515625	11650.462890625	15313.3642578125	17624.23046875	3433.69165039063	5788.73291015625	5151.24951171875	10843.9013671875	2617.67578125	6775.23291015625	4829.232421875	4463.716796875	4422.548828125	2172.94555664063	1799.60314941406	2221.30517578125
K7EL50;P27797	CALR	Calreticulin	K7EL50;P27797	K7EL50_HUMAN;CALR_HUMAN	133310.140625	67507.875	66691.171875	153784.71875	82107.0625	139158.984375	278326.75	147515.4375	183228.53125	116727	133310.140625	67507.875	66691.171875	153784.71875	82107.0625	139158.984375	278326.75	147515.4375	183228.53125	116727	23679.552734375	14852.546875	19932.703125	28864.60546875	18342.095703125	26756.63671875	50267.203125	27547.005859375	36298.15234375	23962.529296875
K7ELL7;P14314	PRKCSH	Glucosidase 2 subunit beta	K7ELL7;P14314	K7ELL7_HUMAN;GLU2B_HUMAN	31309.81640625	10107.2041015625	18056.099609375	45314.22265625	32324.75390625	42653.72265625	78424.140625	38578.14453125	44234.66015625	35404.55859375	31309.81640625	10107.2041015625	18056.099609375	45314.22265625	32324.75390625	42653.72265625	78424.140625	38578.14453125	44234.66015625	35404.55859375	9992.572265625	4335.4677734375	4466.07568359375	10056.0390625	9118.4697265625	10189.9765625	22571.861328125	10024.0869140625	12576.302734375	7486.1064453125
K7EM18;O60739;P41567	EIF1;EIF1B;EIF1	Eukaryotic translation initiation factor 1;Eukaryotic translation initiation factor 1b;Eukaryotic translation initiation factor 1	K7EM18;O60739;P41567	K7EM18_HUMAN;EIF1B_HUMAN;EIF1_HUMAN	29861.1953125	50778.4609375	11128.3701171875	23480.728515625	25324.31640625	10951.00390625	29990.423828125	11269.134765625	3031.01831054688	8725.603515625	29861.1953125	50778.4609375	11128.3701171875	23480.728515625	25324.31640625	10951.00390625	29990.423828125	11269.134765625	3031.01831054688	8725.603515625	13708.9013671875	20679.47265625	10187.7978515625	14244.439453125	13597.4130859375	3874.79858398438	36369.19921875	3972.86083984375	1262.89599609375	11231.755859375
K7EQA8;Q86X55	CARM1	Coactivator-associated arginine methyltransferase 1 (Fragment);Histone-arginine methyltransferase CARM1	K7EQA8;Q86X55	K7EQA8_HUMAN;CARM1_HUMAN	11456.798828125	14746.3955078125	16208.294921875	47245.85546875	44784.203125	189429.90625	115313.1640625	186486.921875	187032	39532.61328125	11456.798828125	14746.3955078125	16208.294921875	47245.85546875	44784.203125	189429.90625	115313.1640625	186486.921875	187032	39532.61328125	6018.453125	7284.96630859375	4529.431640625	14948.537109375	12760.3994140625	53388.31640625	37103.95703125	76460.1328125	68877.390625	12072.3349609375
K7ER74	APOC4-APOC2	Apolipoprotein C-II	K7ER74	K7ER74_HUMAN	1116072	2666490.5	708311.9375	1509515.125	1601313.25	2984925.25	2409477.5	5159363	2186107.25	28180746	1116072	2666490.5	708311.9375	1509515.125	1601313.25	2984925.25	2409477.5	5159363	2186107.25	28180746	314040.84375	823187.25	210361.421875	581499.9375	500128.375	991077.1875	770376.75	1629522.125	816309.8125	8923827
K7ERE3;P13646	KRT13	Keratin, type I cytoskeletal 13;Keratin, type I cytoskeletal 13	K7ERE3;P13646	K7ERE3_HUMAN;K1C13_HUMAN	638471	761414.5625	355607.25	307588.5625	773739.125	2021701.625	320770.125	408879.59375	688293.125	465888.90625	638471	761414.5625	355607.25	307588.5625	773739.125	2021701.625	320770.125	408879.59375	688293.125	465888.90625	148931.78125	127094.3984375	142613.3125	39025.87890625	116185.8828125	549991	49657.5625	95150.0078125	115569.1875	126324.921875
K7ERI9;P02654	APOC1	Apolipoprotein C-I (Fragment);Apolipoprotein C-I	K7ERI9;P02654	K7ERI9_HUMAN;APOC1_HUMAN	2350376.75	6389586.5	1771020.625	2887240.25	4486399.5	4688829.5	6535850	8117254	3859282.75	28377728	2350376.75	6389586.5	1771020.625	2887240.25	4486399.5	4688829.5	6535850	8117254	3859282.75	28377728	783069.25	1969604.5	539263.1875	871408.625	1352442.25	1341159.625	1911408.25	2460161	1136846.875	7923126.5
K7ES93;O43914;X6RGC9	TYROBP	DNAX-activation protein 12;TYRO protein tyrosine kinase-binding protein;DNAX-activation protein 12	K7ES93;O43914;X6RGC9	K7ES93_HUMAN;TYOBP_HUMAN;X6RGC9_HUMAN	79826.3671875	119526.6015625	182300.640625	98427.2109375	57630.69140625	145863.828125	180353.8125	103141.3515625	21521.44140625	31682.3984375	79826.3671875	119526.6015625	182300.640625	98427.2109375	57630.69140625	145863.828125	180353.8125	103141.3515625	21521.44140625	31682.3984375	30308.5625	39402.94140625	56468.5078125	30793.55078125	26269.9375	39895.3125	42588.39453125	29219.71484375	16595.373046875	17169.52734375
K7N7A8;P29972	;AQP1	Ubiquitin carboxyl-terminal hydrolase MINDY (Fragment);Aquaporin-1	K7N7A8;P29972	K7N7A8_HUMAN;AQP1_HUMAN	564216.25	712948.6875	311310.59375	692199.6875	731266.0625	1564898	1148654.625	2220683.25	2880911.5	954913.9375	564216.25	712948.6875	311310.59375	692199.6875	731266.0625	1564898	1148654.625	2220683.25	2880911.5	954913.9375	193217.921875	275758.34375	129130.5	232364.046875	238048.34375	478987.84375	375758.1875	767309.1875	972062.0625	349185.5
M0QXN1;M0QZ66;M0R122;P54852	EMP3	Epithelial membrane protein 3 (Fragment);Epithelial membrane protein 3 (Fragment);Epithelial membrane protein 3;Epithelial membrane protein 3	M0QXN1;M0QZ66;M0R122;P54852	M0QXN1_HUMAN;M0QZ66_HUMAN;M0R122_HUMAN;EMP3_HUMAN	217911.09375	804022.875	400637.0625	173287.25	326266	142612.625	154764.59375	167083.890625	164349.640625	281862.96875	217911.09375	804022.875	400637.0625	173287.25	326266	142612.625	154764.59375	167083.890625	164349.640625	281862.96875	126586.578125	389774.28125	248445.640625	163685.21875	154904.5625	154575.25	141467.25	215487.71875	217543.59375	96377.9765625
M0QYM4;M0QYN1;M0QYN9;M0R0A9;M0R0H0;M0R220;M0R266;P55899	FCGRT	IgG receptor FcRn large subunit p51 (Fragment);IgG receptor FcRn large subunit p51 (Fragment);IgG receptor FcRn large subunit p51;IgG receptor FcRn large subunit p51;IgG receptor FcRn large subunit p51 (Fragment);IgG receptor FcRn large subunit p51 (Fragment);IgG receptor FcRn large subunit p51 (Fragment);IgG receptor FcRn large subunit p51	M0QYM4;M0QYN1;M0QYN9;M0R0A9;M0R0H0;M0R220;M0R266;P55899	M0QYM4_HUMAN;M0QYN1_HUMAN;M0QYN9_HUMAN;M0R0A9_HUMAN;M0R0H0_HUMAN;M0R220_HUMAN;M0R266_HUMAN;FCGRN_HUMAN	15480.375	42085.21484375	29472.185546875	14927.666015625	30019.37109375	25345.49609375	12780.59375	32024.322265625	55702.0859375	34523.83984375	15480.375	42085.21484375	29472.185546875	14927.666015625	30019.37109375	25345.49609375	12780.59375	32024.322265625	55702.0859375	34523.83984375	4925.38916015625	17392.341796875	11653.5205078125	6879.76171875	14329.5205078125	11039.830078125	5250.22802734375	11850.044921875	22187.9609375	12289.50390625
M0R0C1;O60234	GMFG	Glia maturation factor;Glia maturation factor gamma	M0R0C1;O60234	M0R0C1_HUMAN;GMFG_HUMAN	109562.8984375	125209.2734375	108587.203125	96917.6171875	64813.62890625	40933.8359375	68541.90625	33085.81640625	26188.505859375	35086.59765625	109562.8984375	125209.2734375	108587.203125	96917.6171875	64813.62890625	40933.8359375	68541.90625	33085.81640625	26188.505859375	35086.59765625	28764.63671875	40173.76953125	33926.91796875	29655.27734375	21244.908203125	15572.3193359375	21399.58203125	15386.5615234375	12196.3154296875	14876.099609375
M0R0Y2;P54920	NAPA	Alpha-soluble NSF attachment protein	M0R0Y2;P54920	M0R0Y2_HUMAN;SNAA_HUMAN	269944.75	174714.78125	209303.5	253014.71875	300328.15625	148556.46875	147414.109375	170793.296875	112076.453125	125971.921875	269944.75	174714.78125	209303.5	253014.71875	300328.15625	148556.46875	147414.109375	170793.296875	112076.453125	125971.921875	113816.8203125	89817.0703125	121149.578125	109799.0078125	122886.765625	65306.0234375	67092.7421875	67705.7265625	53600.70703125	87007.84375
M0R1L2;O95336	PGLS	6-phosphogluconolactonase (Fragment);6-phosphogluconolactonase	M0R1L2;O95336	M0R1L2_HUMAN;6PGL_HUMAN	42226.453125	32043.919921875	24276.4375	41841.44140625	15443.4306640625	9666.8046875	10665.4560546875	8761.7236328125	7609.7587890625	8612.4580078125	42226.453125	32043.919921875	24276.4375	41841.44140625	15443.4306640625	9666.8046875	10665.4560546875	8761.7236328125	7609.7587890625	8612.4580078125	49893.32421875	63820.08203125	18282.169921875	29227.767578125	11499.2626953125	16240.6748046875	6463.28466796875	5149.78564453125	2801.3154296875	4140.88671875
M0R1Q1	C3	Complement C3 (Fragment)	M0R1Q1	M0R1Q1_HUMAN	59211.75390625	88662.3203125	39746.46484375	42001.66796875	30515.3828125	681660	418845.8125	937015.3125	266503.4375	52563.78515625	59211.75390625	88662.3203125	39746.46484375	42001.66796875	30515.3828125	681660	418845.8125	937015.3125	266503.4375	52563.78515625	14699.0791015625	12397.15234375	6836.20068359375	17317.599609375	16235.6298828125	47647.37890625	25849.23828125	57313.90625	28067.447265625	26057.01953125
M0R2D4;Q9Y336	SIGLEC9	Sialic acid-binding Ig-like lectin 9 (Fragment);Sialic acid-binding Ig-like lectin 9	M0R2D4;Q9Y336	M0R2D4_HUMAN;SIGL9_HUMAN	6294.515625	13476.822265625	7615.2255859375	8890.6083984375	8891.8818359375	14359.7255859375	15214.6416015625	15241.9912109375	4367.05126953125	3611.86938476563	6294.515625	13476.822265625	7615.2255859375	8890.6083984375	8891.8818359375	14359.7255859375	15214.6416015625	15241.9912109375	4367.05126953125	3611.86938476563	2979.58325195313	5163.83203125	4118.85107421875	4063.91430664063	3230.71923828125	5383.611328125	5854.33544921875	4910.662109375	1736.94787597656	1471.71069335938
O00151	PDLIM1	PDZ and LIM domain protein 1	O00151	PDLI1_HUMAN	140166.984375	75052.0078125	168220.03125	167359.90625	208448.734375	78627.1015625	172238.59375	41002.80859375	30399.681640625	143605.078125	140166.984375	75052.0078125	168220.03125	167359.90625	208448.734375	78627.1015625	172238.59375	41002.80859375	30399.681640625	143605.078125	68053.875	37590.75	85072.890625	84536.0625	87697.578125	36244.578125	72422.4375	19026.74609375	20963.130859375	87680.7421875
O00160	MYO1F	Unconventional myosin-If	O00160	MYO1F_HUMAN	4670.42529296875	12881.7255859375	9026.6748046875	6872.99951171875	2306.31396484375	2976.33911132813	4010.1162109375	5803.31640625	4711.681640625	2948.548828125	4670.42529296875	12881.7255859375	9026.6748046875	6872.99951171875	2306.31396484375	2976.33911132813	4010.1162109375	5803.31640625	4711.681640625	2948.548828125	4869.08935546875	9299.396484375	4137.6875	5132.640625	2534.40185546875	2869.77709960938	5089.2080078125	1865.142578125	1834.82580566406	1291.72412109375
O00161	SNAP23	Synaptosomal-associated protein 23	O00161	SNP23_HUMAN	588450.125	629466.625	588411.5	539746.3125	575758.875	387042.90625	484426.15625	303094.875	220868.796875	343194.9375	588450.125	629466.625	588411.5	539746.3125	575758.875	387042.90625	484426.15625	303094.875	220868.796875	343194.9375	150758.9375	170653.59375	156294.4375	154669.8125	146444.34375	106234.0625	130579.71875	86623.0625	63903.48046875	106038.4765625
O00186	STXBP3	Syntaxin-binding protein 3	O00186	STXB3_HUMAN	141505.78125	210834.390625	199722.453125	141210.6875	132681	128996.5703125	134305.953125	130152.796875	88361.8203125	104589.2734375	141505.78125	210834.390625	199722.453125	141210.6875	132681	128996.5703125	134305.953125	130152.796875	88361.8203125	104589.2734375	33902.16015625	54074.7109375	47813.98046875	33192.453125	31171.712890625	29463.884765625	27926.11328125	29239.05078125	24955.494140625	28361.380859375
O00187	MASP2	Mannan-binding lectin serine protease 2	O00187	MASP2_HUMAN	14039.0478515625	12828.814453125	114018.734375	22886.0703125	269860.1875	20155.12109375	6798.9990234375	6182.37255859375	67136.5078125	473390.78125	14039.0478515625	12828.814453125	114018.734375	22886.0703125	269860.1875	20155.12109375	6798.9990234375	6182.37255859375	67136.5078125	473390.78125	13026.1708984375	11316.1640625	86342.671875	31613.830078125	151604.375	12815.611328125	5790.85009765625	5260.4287109375	34065.26953125	256858.828125
O00194	RAB27B	Ras-related protein Rab-27B	O00194	RB27B_HUMAN	749631.1875	419359.03125	844635.25	885312.9375	610298.3125	317886.875	308200.84375	343937.96875	80041.9609375	505162.9375	749631.1875	419359.03125	844635.25	885312.9375	610298.3125	317886.875	308200.84375	343937.96875	80041.9609375	505162.9375	184111.953125	113783.4296875	189631.359375	224044.078125	151408.578125	97482.6328125	89814.8828125	98518.375	37474.921875	133610.140625
O00231	PSMD11	26S proteasome non-ATPase regulatory subunit 11	O00231	PSD11_HUMAN	25556.37109375	14108.564453125	19711.87109375	68264.03125	60418.5234375	213670.296875	181886.765625	219700.453125	190104.046875	10437.8662109375	25556.37109375	14108.564453125	19711.87109375	68264.03125	60418.5234375	213670.296875	181886.765625	219700.453125	190104.046875	10437.8662109375	12570.7197265625	9037.0380859375	9008.4189453125	23711.833984375	23244.93359375	63326.80859375	50147.875	65647.4140625	53778.41015625	7421.7109375
O00232	PSMD12	26S proteasome non-ATPase regulatory subunit 12	O00232	PSD12_HUMAN	21675.1640625	19410.72265625	39249.4296875	31014.513671875	26680.68359375	79631.234375	78838.734375	133209.359375	109605.4375	25264.048828125	21675.1640625	19410.72265625	39249.4296875	31014.513671875	26680.68359375	79631.234375	78838.734375	133209.359375	109605.4375	25264.048828125	16483.748046875	20760.873046875	13809.376953125	18059.26171875	19546.6015625	35128.16796875	39034.06640625	54356.578125	53262.69140625	19348.365234375
